,smiles,pH_range,logP
784,CCCN(CCC)Cc1cccc(C(=O)OCCOCn2cnc3c(=O)[nH]c(=N)[nH]c32)c1,2,0.6
785,Nc1ccccc1CCOCCS(=O)(=O)CCCNCCc1ccc(O)c2[nH]c(=O)sc12,1,1.17
786,CCn1c(SCC(=O)Nc2ccc(C(=O)OC)cc2)nnc1-c1ccccc1,1,4.24
787,N#CCc1nc(-c2ccc3c(c2)OCCO3)cs1,0,2.92
788,CCc1ccccc1NC(=O)[C@]12CC[C@](C)(C(=O)O1)C2(C)C,0,3.31
789,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,2,1.04
790,CC1CCN(S(=O)(=O)N2CCC(C(=O)N[C@@H](C)c3ccccc3)CC2)CC1,0,4.92
791,CC(=O)N(C)S(=O)(=O)c1ccc(C)cc1,1,1.73
792,CCN(CC)CCNC(=O)c1ccc(N)cc1,2,0.88
793,CCC(C)C(N)C(=O)NC(C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O)C(C)CC,1,-0.99
794,C[C@H]1CN(C(=N)NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@@H](C)O1,0,4.43
795,Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(C)c5)c(=O)c4cc3c2=O)cc1C,0,4.83
796,C=CCOC(=O)COc1ccc2c(=O)c(-c3ccc(Cl)cc3)c(C)oc2c1,0,4.84
797,N#CC(C#N)=NNc1ccc(N=Nc2ccccc2)cc1,1,4.25
798,ClC1=C(Cl)[C@]2(Cl)[C@@H]3C=CC[C@@H]3[C@@]1(Cl)C2(Cl)Cl,0,5.69
799,Cc1c(NC(=O)C2CCCCN2S(=O)(=O)c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,0,3.89
800,O=c1[nH]c2c(O)ccc(CCNCCCSCCOCCc3ccccc3)c2s1,1,2.92
801,CCN(C(=O)Cn1c(O)c2c(c1O)CCCC2)c1nnc(-c2ccc(Cl)cc2)s1,1,4.91
802,O=S(=O)(Oc1ccccc1[C@@H]1c2c(c(O)n(-c3ccc(Cl)cc3)c2O)ON1c1ccccc1)c1ccccc1,1,6.47
803,Nc1ccc(S(N)(=O)=O)cc1,0,-0.62
804,Cc1cccc(NC(=O)NC(C)C)c1C,0,2.7
805,CC1=CC(C(F)(F)F)(C(F)(F)F)C(C#N)C(=N)N1c1ccc(C(N)=O)cc1,0,4.41
806,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1,4.4
807,Cc1ccc(NN=C(C#N)C#N)cc1,0,3.2
808,CCCS(=O)(=O)c1c(S(=O)(=O)CCC)c2c3ccccc3ccn2c1C(=O)c1ccccc1,0,4.48
809,CCc1cccc(C)c1N(C(=O)Cn1c(C(C)O)nc2ccccc21)[C@@H](C)COC,2,4.48
810,Cc1cc(Cl)ccc1OC(C)C(=O)NC1CCCCCC1,0,5.45
811,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,1,-0.09
812,COc1ccc2[nH]c(=NCCCN3CCN(CCCN=c4[nH]c5ccc(OC)cc5n5cccc45)CC3)c3cccn3c2c1,1,4.67
813,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCc3cccc(Cl)c3)c2s1,1,1.92
814,O=S(=O)(/N=C\c1ccc(Br)cc1)c1cccs1,0,2.14
815,CCOC(=O)Cn1c(O)c(OC(=O)c2ccccc2)c(OC(=O)c2ccccc2)c1O,0,5.0
816,CCC(CC)(C(=O)NC(N)=O)C(=O)OC,0,0.95
817,COc1ccc2c(c1)[nH]c(=NCCCN(C)CCCN=c1[nH]c3cc(OC)ccc3n3cccc13)c1cccn12,1,3.55
818,Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,1,2.84
819,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,2,1.93
820,O=C(NC1CC1)c1ccc(COc2c(F)c(F)cc(F)c2F)o1,0,3.54
821,Cc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)nc1,1,1.56
822,O=C(Nc1ccc2c(c1)OCO2)C1COc2ccccc2O1,0,3.28
823,CCOc1cc(C(=O)Oc2ccc3c(C)cc(=O)oc3c2)cc(OCC)c1OCC,0,6.15
824,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,0,4.04
825,Cc1ccc(N(CC(=O)Nc2ccccc2C(=O)NCc2ccco2)S(C)(=O)=O)cc1,0,4.32
826,O=C(Cn1cnnn1)N(Cc1ccco1)Cc1cccs1,0,4.33
827,COc1ccc(OCI)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,1,4.02
828,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1,1.01
829,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,2,4.19
830,COCCn1c(C)cc(C(=O)CSc2ncnc3sc(C)c(C)c23)c1C,1,4.59
831,Cc1cccc(NC(=O)CSc2ccccn2)c1C,1,3.19
832,COc1ccc(S(=O)(=O)n2c(=O)n(S(=O)(=O)c3ccc(OC)cc3)c3ccccc32)cc1,0,5.22
833,COc1cc2c3c(c1)/C(=C1/SC(=NC(C)=O)NC1=O)C(=O)N3C(C)(C)C=C2C,1,4.62
834,NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,1,-1.87
835,CCCCOC(=O)c1ccc(N)cc1,1,2.87
836,CCn1cc(C2C3=C(CC(C)(C)CC3=O)N(c3ccc(C)cc3)C3=C2C(=O)CC(C)(C)C3)c(C)n1,2,5.35
837,C[C@H]1CCC[C@@H](C)N1C(=O)COC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,0,4.39
838,CC(=O)Nc1ccc(C(=O)N(Cc2ccco2)C2(C(=O)Nc3c(C)cccc3C)CCCCC2)cc1,0,4.62
839,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(OCCSC(=O)C(C)(C)C)Oc3ccc(CC(N)C(N)=O)cc3)O2)c(=O)[nH]c1=O,1,1.27
840,COC(=O)NC(=O)C(O)c1ccccc1,0,1.41
841,CCCC1(CC)C(=O)NC(=O)NC1=O,0,0.66
842,CC(=O)c1cc2ccccc2o1,0,2.15
843,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,0,4.1
844,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1,4.27
845,C=CCn1c(SCC(=O)NCc2ccc(C(=O)OCC)cc2)nc2sc(C)c(C)c2c1=O,1,4.83
846,Cc1ccc(N(C[C@H](O)Cn2c3ccccc3c3ccccc32)S(C)(=O)=O)c(C)c1,1,5.56
847,CCN=c1nc(C)[nH]c(=NCC)[nH]1,0,1.82
848,COc1ccc(OCC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,0,2.76
849,CC(=O)c1ccc(N)cc1,2,0.83
850,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,0,0.4
851,CCC(=NN=c1sc(C)c(O)n1Cc1ccco1)c1ccccc1,1,5.07
852,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,1,3.0
853,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,1,4.5
854,CC(OC(=O)c1cccc(C(F)(F)F)c1)C(N)=O,0,2.75
855,CNS(=O)(=O)c1n[nH]c(=NC(C)=O)s1,1,0.49
856,CC(C)CC(N)C(=O)NC(CC(N)=O)C(=O)O,1,-1.3
857,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCc3ccccc3)c2s1,1,1.11
858,CC1CCC2(CC1)N=C(c1ccccc1)C(=O)N2CC(=O)Nc1ccc2c(c1)OCCO2,1,5.07
859,CCc1ccc(OCC(=O)NCCc2ccc(OC)c(OC)c2)cc1,0,4.22
860,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1,1.47
861,CCOC(=O)C1C(C)=NC(=O)C[C@@H]1c1cc(OC)c(OC)cc1Br,0,3.93
862,CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,0,0.61
863,C=CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,0,1.37
864,Cc1cc(C)c([C@H]2[C@@H]3CCCC=C3C(C#N)C(=N)C2(C#N)C#N)c(C)c1,0,5.48
865,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCSCCc3ccccc3)c2s1,1,2.34
866,CC(C)Cc1ccc(CC(=O)O)cc1,0,3.35
867,COC(=O)n1cc(F)c(=O)[nH]c1=O,0,-0.68
868,NC(=O)c1cc(NC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(N)=O)c1,0,3.87
869,Oc1cccc2cccnc12,1,1.96
870,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0,-0.02
871,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,1,0.32
872,COC(=O)c1ccc(-n2c(C)cc(C(=O)COc3cccc(-n4cnnn4)c3)c2C)cc1,0,4.77
873,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,1,0.29
874,N#Cc1ccc(C(=O)O)cc1,0,1.56
875,CC(C)(C)C1(C)OC(C(N)=O)C(C(N)=O)O1,1,1.6
876,O=C(Nc1ccc(OC(F)F)cc1)c1ccc(COc2ccc(I)cc2)o1,0,5.99
877,CCOC(=O)c1c[nH]c2c(c(C)nn2-c2ccccc2)c1=Nc1ccc(O)cc1,1,1.69
878,COc1ccccc1NC(=S)N[C@H](NC(=O)c1ccccc1C)C(Cl)(Cl)Cl,0,3.95
879,CCC(C)CC1(CC)C(=O)NC(=O)NC1=O,1,2.1
880,O=C(OCc1ccccc1)n1cc(F)c(=O)[nH]c1=O,0,1.18
881,O=c1[nH]c2c(O)ccc(CCNCCCCCCNCC(F)(F)c3ccccc3)c2s1,1,1.57
882,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,1,3.95
883,CCCCCCSC1=C(C#N)C(c2cccs2)C(C(=O)Nc2ccccc2OC)C(C)=N1,0,6.28
884,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,1,2.6
885,CC(C)C(NC(=O)[C@H](C)N)C(=O)O,1,-1.13
886,CCOc1cc(/C=N/n2cnc3sc(C)c(C)c3c2=O)cc(Br)c1OCC(N)=O,2,4.98
887,CCOc1cc(C#N)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)c(Cl)cc2Cl)cc1OCC,0,4.31
888,O=C(O)c1ccc(C(=O)O)cc1,0,2.0
889,COC(=O)c1cnn2c(C(F)(F)F)cc(-c3cc(OC)c(OC)c(OC)c3)nc12,0,4.08
890,CC(C)(CNCCc1ccc(O)c2[nH]c(=O)sc12)CSCCOCCc1ccccc1N,1,3.44
891,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,0,0.39
892,COc1ccc(C)cc1-n1nnnc1SCC(=O)Nc1cc(C(N)=O)cc(C(N)=O)c1,0,4.15
893,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C([NH3+])C(C)=O)C([O-])O,1,-1.66
894,O=c1[nH]c2c(O)ccc(CCNCCCNS(=O)(=O)CCOCCc3ccccc3)c2s1,1,1.22
895,CCCc1[nH]nc2c1[C@H](c1ccsc1C)C(C#N)C(=N)O2,2,3.83
896,CC(C)OC(=O)C1=C(CSc2nc3c(cc2C#N)CCCCC3)OC(=N)C(C#N)[C@@H]1c1ccncc1,2,5.43
897,Cc1cc(C)n2nc(SC(C)C(=O)NCC(=O)Nc3ccc(F)c(F)c3F)nc2n1,0,2.18
898,COc1ccc(OCF)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,1,3.7
899,COC(=O)C=C1OC(=N)C(C(=O)OCc2ccccc2)[C@@]2(C(=O)Nc3ccccc32)C1C(=O)OC,2,4.25
900,C[C@@H](NC(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1)c1ccccc1,0,3.48
901,CCc1ccccc1N=c1[nH]c(CSc2nnc(-c3ccc(OC(F)F)cc3)n2N)nc(=N)[nH]1,1,4.35
902,O=C(NCCCCCCNCCc1ccc(O)c2[nH]c(=O)sc12)Nc1ccccc1,1,1.26
903,CCCC(=NOCC)C1C(=O)CC(C(C)CSCC)CC1=O,1,1.65
904,Cc1cc(C)nc(-n2nc(C)c3c2N=C2CC(C)(C)CC(=O)C2[C@@H]3c2ccco2)n1,1,4.34
905,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,0,2.09
906,CCN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,0,2.98
907,Cc1cccc(N=c2[nH]c3ccccc3[nH]c2=Nc2c(C)n(C)n(-c3ccccc3)c2=O)c1,0,5.96
908,CCCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,2,1.8
909,O=C(Nc1ccc(C(F)(F)F)cc1)C1CCc2ccccc2O1,0,4.5
910,Nc1ccc(S(=O)(=O)N=c2cc[nH]n2-c2ccccc2)cc1,0,1.52
911,CC(C)CC(N)C(=O)N=C(CCCNC(N)N)C(=O)NC(Cc1ccccc1)C(=O)O,2,-0.06
912,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1,2.44
913,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccc(F)cc3)c2s1,1,2.67
914,Cc1ccc(/C=C/C(=O)NCCNC(=O)/C=C/c2ccc(C)o2)o1,0,3.97
915,CSCCC(NC(=O)C(N)CC(C)C)C(=O)O,1,-1.87
916,COc1cc([C@@H]2C3=C(CCCC3=O)N(c3ccccc3C(F)(F)F)C(=N)C2C(=O)c2ccccc2)cc(OC)c1OC,0,4.51
917,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0,0.05
918,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,0,2.02
919,O=c1[nH]cnc2[nH]cnc12,0,-1.11
920,COc1ccc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4cc(OC)ccc4n4cccc34)CC1)c1cccn12,1,3.72
921,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N2CC[C@@H]3c4ccccc4C(=O)N3C2)cc1,0,4.55
922,N=c1[nH]c(=O)c2ncn(COC(CO)CO)c2[nH]1,2,-1.66
923,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0,2.27
924,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCc3ccccc3)c2s1,1,1.37
925,O=P(OCC(F)(F)F)(OCC(F)(F)F)N1CCOCC1,0,2.69
926,Cc1cc(C)cc(CCOCCS(=O)(=O)NCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,1,2.59
927,NC(=O)c1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,1,1.1
928,N#CC1C(=N)C(C#N)(C#N)[C@@H](c2ccccc2Cl)[C@@H]2CSCC=C12,0,4.5
929,CCCCCCCCCCNC(=O)NC1CCCCC1,1,5.44
930,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0,5.77
931,COc1ccc([C@H]2C[C@@H](c3ccc(-c4ccccc4)cc3)Nc3ncnn32)cc1,1,5.42
932,CCCC(=O)OCC(=O)Nc1ccc(F)cc1Cl,0,3.02
933,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,0,0.98
934,NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]cn1)C(=O)O,2,1.0
935,COC(=O)c1cccc(NC(=O)c2ccc(C)cc2)c1,0,3.72
936,COC(=O)c1sccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,0,0.2
937,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,2,3.95
938,O=C(O)c1ccccc1I,0,2.4
939,N#CC1C(=N)OC2=C(C(=O)C[C@H](c3ccccc3)C2)[C@H]1c1ccccc1F,2,3.07
940,O=C(c1ccc(F)cc1)C1CC1,0,2.61
941,O=C1C[C@@H](c2c(F)cccc2Cl)c2cc3c(cc2N1)OCCO3,0,3.96
942,CC(C)CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C,1,0.23
943,Cc1c(OCc2c(F)cccc2Cl)c(=O)ccn1Cc1ccc(Cl)cc1,2,5.63
944,CC(C)CC(N)C(=O)O.CC(N)C(=O)O,1,-0.54
945,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,2,0.91
946,CC(C)C(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,1,-1.96
947,CC(=O)OCn1c(=O)[nH]cc(F)c1=O,0,-0.42
948,O=c1[nH]c2c(O)ccc(CCNCCOCCCOCCc3ccccc3)c2s1,1,2.06
949,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0,0.14
950,CC(=O)c1ccc(N2CCN(C(=O)/C=C/c3ccc(C)o3)CC2)cc1,2,4.3
951,CC(=O)NC(Cc1ccc(OP(=O)(OCCSC(=O)C(C)(C)C)OCC2OC(n3cc(C)c(=O)[nH]c3=O)CC2N=[N+]=[N-])cc1)C(N)=O,1,1.52
952,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,0,1.37
953,C[C@@H](CCc1ccccc1)NC(=O)C(=O)NC[C@@H]1COc2ccccc2O1,1,4.8
954,C[C@H](NC(=O)C1CC1)c1ccccc1,0,1.85
955,CN(C)C(=O)C1OC(C)(C)OC1C(=O)N(C)C,0,1.49
956,COc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3ccc4c(c3)OCO4)C3=C2CC(C)(C)CC3=O)cc1,0,5.72
957,CSCCC(NC(=O)C(N)Cc1ccccc1)C(=O)O,1,-1.59
958,CCCS(=O)(=O)c1c(S(=O)(=O)CCC)c2cnccn2c1C(=O)c1ccc(C)cc1,0,3.93
959,CC(C)CCn1c(=NCCO)[nH]c2c1c(=O)n(C)c(=O)n2C,1,2.93
960,CC(C)CC(N)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)O,1,-2.03
961,COc1ccc(-n2c(O)cc(Sc3nc(C)cc(C)n3)c2O)cc1OC,2,2.95
962,Cc1cccc2nc3cccc(C(=O)NCCCN(C)CCCN=c4[nH][n+]([O-])c5ccccc5[n+]4[O-])c3nc12,1,1.4
963,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,1,0.66
964,CCC(C)C(N)C(=O)N1CCCC1C(=O)NCC(=O)NC(C(=O)O)C(C)CC,1,1.69
965,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,0,1.59
966,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2,3.36
967,CCCCC1(CC)C(=O)NC(=O)NC1=O,1,1.73
968,CCCCCCOC(=O)c1ccc(N)cc1,1,3.95
969,Cc1ccc(Cn2c(O)c(C=C3CC=CCC3)sc2=S)cc1,1,6.26
970,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,0,-1.74
971,Cc1nc(N(C)C)c2sc(=S)n(-c3ccccc3)c2n1,2,3.62
972,CCCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,1,2.74
973,COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0,0.32
974,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,1,1.94
975,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1,3.79
976,COc1cc(C(=O)Nc2cccc(C#N)c2)cc(OC)c1OC,0,3.44
977,COC(=O)c1cccc(NC(=O)CCN2C(=O)c3ccccc3C2=O)c1,0,3.39
978,Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,1,-0.85
979,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,0,3.16
980,O=C(OCCN1C(=O)c2ccccc2C1=O)C1C[C@H](O)CN1S(=O)(=O)c1ccc(Cl)cc1,0,3.65
981,COc1ccccc1N(CCOC(O)c1cc(O)n(-c2ccccc2)c1)C1=NS(=O)(=O)c2ccccc21,1,2.5
982,CC(C)C(NC(=O)C(N)CO)C(=O)O,1,-1.53
983,Cc1cc(C)n(C2=NCCN2S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,2,4.7
984,C=CCN1C(=S)N(c2ccc(CC)cc2)[C@H]2CS(=O)(=O)C[C@@H]21,0,2.86
985,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0,4.4
986,Cc1ccc([C@@H](O)P(=O)(OCC(C)C)OCC(C)C)cc1,0,4.44
987,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,0,4.12
988,CN(C)CCOC(c1ccccc1)c1ccccc1,1,3.3
989,C[C@@]1(c2ccc(Cl)cc2Cl)OC[C@@H](Cn2cncn2)O1,2,3.68
990,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,1,1.64
991,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,1,2.49
992,CC(N=C1NS(=O)(=O)c2ccccc21)C(=O)OCC(=O)/C=C1/N(C)c2ccccc2C1(C)C,0,4.21
993,COC(=O)c1c(NC(NC(=O)c2cccnc2)(C(F)(F)F)C(F)(F)F)sc2c1CCCCC2,1,5.75
994,CSc1ccc(S(=O)(=O)N(CC(=O)NC[C@@H]2CCCO2)c2ccc(C)cc2)cc1,0,4.3
995,N#CC1C(=N)Oc2c(oc(CO)cc2=O)C1c1ccccc1OCc1ccccc1Cl,1,4.34
996,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,1,2.44
997,CCCC[C@H](CC)Cn1c(SCC(=O)Nc2ccc(OC)cc2)nc2c1c(=O)n(C)c(=O)n2C,0,5.51
998,O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccccc3)c2s1,1,2.86
999,O=C(O)c1ccccc1,1,1.87
1000,COc1ccc(OC)c(NC(=O)c2ccc(N=C3C(=O)N(C4CCCCC4)C(=O)C3Cl)cc2)c1,0,5.96
1001,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,2,1.47
1002,NC(Cc1ccc(O)cc1)C(=O)O,1,-2.26
1003,CN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O,1,1.15
1004,CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)O,1,0.43
1005,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)C21C,0,3.5
1006,CCOC(=O)C1C(C)=NC(=S)N[C@@H]1c1ccc(OCc2ccc(Cl)cc2)c(OCC)c1,0,5.31
1007,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,5.03
1008,CCOc1ccc(-n2c(SCC(=O)NC3CC3)nc3sc4c(c3c2=O)CCC4)cc1,0,4.64
1009,O=C(Cn1cc(C(F)(F)F)cc(Cl)c1=O)N1CCN(C(=O)c2ccco2)CC1,0,2.27
1010,COc1ccc([C@@H]2c3c(c(O)n(-c4sc5c(c4C#N)CCCC5)c3O)ON2c2ccccc2C)cc1,0,5.83
1011,COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1nncn1C,1,2.78
1012,Cc1ccccc1OC1C(=O)N(Cc2ccc3c(c2)OCO3)[C@H]1c1ccc2c(c1)OCO2,0,4.37
1013,CCOc1ccc2nc(S(=O)(=O)NC)sc2c1,1,2.59
1014,CSc1ncccc1C(=O)OCC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2,3.63
1015,Cc1ccc(NCc2ccc3n2CC(=C2CCn4c(CNc5ccc(C)cc5)ccc42)C3=O)cc1,2,6.51
1016,COc1ccccc1NC(=O)C1=C(C)N=C(SCC(=O)Nc2ccc(C)c(Cl)c2)C(C#N)[C@@H]1c1ccco1,0,6.27
1017,CC1(C)C=C2OC(=N)C(C#N)[C@@H](c3ccc(C(F)(F)F)cc3)C2C(=O)C1,0,4.55
1018,CCCCC1(CC)C(=O)NC(=O)NC1=O,0,1.73
1019,CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(C(=O)O)c1ccccc1,1,1.22
1020,CCCOc1ccc(NC(=O)Cc2c(O)n(-c3ccc(Cl)cc3)c(=S)n2C2CC2)cc1,0,5.41
1021,Nc1cccc2c1C(=O)N(C(=O)c1cc(-c3ccccc3Cl)nc3ccccc13)C2=O,2,4.63
1022,CCC(C)C(=O)OC1C[C@H](O)C=C2C=CC(C)[C@H](CCC3C[C@@H](O)CC(=O)O3)C21,0,2.42
1023,COc1ccc2cc(C(C)C(=O)OCC(N)=O)ccc2c1,1,2.06
1024,COc1ccc([C@H]2C(C(=O)Nc3ccc(F)cc3F)c3cc(OC)c(OC)cc3C(=O)N2C)cc1OC,0,3.66
1025,CC(C)CC(N)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,1,-0.92
1026,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,0,2.25
1027,CCC(C)C(NC(=O)C(NC(=O)C([NH3+])CC(C)C)C(C)=O)C([O-])O,1,-2.3
1028,COc1ccc(C(=O)Cn2c(N3CCCCCC3)nc3c2c(=O)n(C)c(=O)n3C)cc1,2,4.42
1029,COC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,1,0.18
1030,CCCCc1c(C)[nH]c(=NCC)[nH]c1=O,1,2.3
1031,CC(C)C(Sc1nnc(C(F)(F)F)n1C)C(=O)NC(N)=O,1,2.12
1032,Cc1ccc(NC(=O)C2CCCN2C(=O)OC(C)(C)C)cc1C,0,3.9
1033,Cc1nc2c(=N)[nH][nH]c(=N)c2nc1C,2,1.14
1034,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,0,1.57
1035,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,1,0.37
1036,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCSCCc3ccccc3)c2s1,1,1.77
1037,Cc1c/c(=N\S(=O)(=O)c2ccc(N)cc2)n(C)o1,1,0.48
1038,Cc1ccc(C)n1-c1ccc(-c2ccnc3ncnn23)cc1,2,3.5
1039,CC(C)(C)C(=O)C1[C@H](c2ccsc2)C(C#N)(C#N)[C@H]2C=Cc3ccccc3N12,2,3.37
1040,Cc1ccc(SCC(=O)NCc2cccc(CNC(=O)CSc3ccc(C)cc3)c2)cc1,0,5.08
1041,CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,0,3.08
1042,CC(C)C([NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],1,-2.52
1043,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(N)CCSC)C(C)CC)C(=O)O,1,-0.49
1044,O=C(c1c(F)cccc1F)N1CCCC1,0,1.88
1045,N=c1c(Cl)c(Cl)[nH]c(C(=O)O)c1Cl,0,0.3
