smiles,logP,pH,Temperature
c1ccc2[nH]c(-c3cscn3)nc2c1,2.47,2.0,25.0
Nc1cnn(-c2ccccc2)c(=O)c1Cl,1.19,7.0,20.0
Cc1ccc(NN=C(C#N)C#N)cc1,3.2,3.0,25.0
Cc1ccc(NN=C(C#N)C#N)cc1,3.2,7.2,25.0
Cc1ccc(NN=C(C#N)C#N)cc1,3.2,5.0,25.0
Cc1cc2ccccc2cn1,2.68,8.72,20.0
Nc1c(S(=O)(=O)O)ccc2ccccc12,-0.97,2.9846,20.0
Nc1c(S(=O)(=O)O)ccc2ccccc12,-0.97,1.9387,20.0
Nc1ccc2ccccc2c1S(=O)(=O)O,-1.16,2.1277,25.0
O=C(O)CCCOc1ccc(Cl)cc1Cl,3.53,4.33,22.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.55,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.44,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.8,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.2,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.01,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.82,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,4.89,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,3.06,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.89,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.0,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.12,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,5.5,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,4.8,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.5,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.94,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.5,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.3,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.35,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.38,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.56,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,5.25,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,8.0,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.67,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,1.55,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,2.31,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.23,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,2.69,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.9,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,5.7,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,1.89,25.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.4,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.37,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.32,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.87,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.85,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,5.24,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.92,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.11,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,7.6,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.4,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,5.73,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,5.41,37.0
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.09,6.93,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,1.15,25.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,2.08,25.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,5.41,25.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,0.45,25.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,5.98,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,4.96,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,7.83,25.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,7.16,32.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,7.81,32.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,7.17,25.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,5.5,25.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,7.0,25.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,2.32,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,1.15,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,0.45,32.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,3.36,32.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,0.45,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,5.45,32.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,7.01,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,3.43,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,4.04,32.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,7.79,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,7.16,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,5.48,37.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,2.24,32.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,1.15,32.0
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.89,4.11,37.0
CCOc1ccc2nc(S(=O)(=O)NC)sc2c1,2.59,7.2,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,7.1,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,5.2,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,4.5,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,5.7,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,6.6,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,6.2,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,3.8,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,6.8,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,4.6,37.0
CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01,5.6,37.0
CCCOC(=O)c1ccc(O)cc1,3.04,5.46,25.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,5.8,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,5.94,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,3.13,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,4.41,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,2.65,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,3.28,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,4.03,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,5.66,36.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,5.42,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,4.92,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,6.23,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,5.48,37.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,6.01,37.0
CCC(C)c1ccc(O)c([N+](=O)[O-])c1,3.84,1.5,20.0
CC(=O)N(C)S(=O)(=O)c1ccc(C)cc1,1.73,7.4,22.0
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,0.04,7.0,25.0
N=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,-1.89,7.0,23.0
CN(C)CNC(=O)c1ccccc1,0.85,11.2,22.0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1.65,5.0,33.0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1.65,5.0,25.0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1.65,4.7,25.0
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73,5.0,25.0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1.65,8.0,25.0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1.65,8.0,33.0
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73,7.9,33.0
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73,7.9,25.0
CN=C(NCCSCc1[nH]cnc1C)NC#N,0.4,5.0,25.0
CN=C(NCCSCc1[nH]cnc1C)NC#N,0.4,6.8,25.0
CN=C(NCCSCc1[nH]cnc1C)NC#N,0.4,7.4,25.0
CCOC(=O)C(CC)(CC)C(=O)NC(N)=O,1.45,3.5,23.0
CCCC(=O)OC(C)OP(=O)(OCC)OCC,3.51,7.0,25.0
N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,2.15,7.0,25.0
N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,2.15,5.0,25.0
O=C(Oc1ccccc1)n1c(=O)[nH]cc(F)c1=O,1.73,4.0,22.0
O=C(Oc1ccccc1)n1cc(F)c(=O)[nH]c1=O,0.64,4.0,22.0
Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,-1.11,9.0,25.0
CC(=O)c1ccc(NN=C(C#N)C#N)cc1,2.1,3.0,25.0
O=C(O)c1ccc2ccccc2c1,3.28,1.0,25.0
N#CC(C#N)=NNc1ccc(CCCl)cc1,3.58,5.0,25.0
N#CC(C#N)=NNc1ccc(CCCl)cc1,3.58,7.2,25.0
N#CC(C#N)=NNc1ccc(CCCl)cc1,3.58,3.0,25.0
CC(=O)Nc1ccc(NN=C(C#N)C#N)cc1,1.83,3.0,25.0
CC(=O)Nc1ccc(NN=C(C#N)C#N)cc1,1.83,7.2,25.0
CC(=O)Nc1ccc(NN=C(C#N)C#N)cc1,1.83,5.0,25.0
Nc1ccc(S(=O)(=O)N=c2[nH]cccc2Cl)cc1,0.82,7.0,37.0
Nc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,0.35,7.81,37.0
Nc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,0.35,7.25,37.0
Nc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,0.35,5.1,37.0
N=c1[nH]c(N)ccc1N=Nc1ccccc1,1.73,4.46,25.0
N=c1[nH]c(N)ccc1N=Nc1ccccc1,1.73,4.78,25.0
N=c1[nH]c(N)ccc1N=Nc1ccccc1,1.73,4.4,25.0
N=c1[nH]c(N)ccc1N=Nc1ccccc1,1.73,5.37,25.0
Cc1cc(=O)n(-c2ccccc2)n1C,0.38,7.4,25.0
CCC1(c2ccccc2)NC(=O)NC1=O,1.34,7.0,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,5.5,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,7.5,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,6.5,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,4.58,25.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,4.58,30.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,4.58,35.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,4.58,40.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,5.5,25.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,7.0,25.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,5.24,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,5.41,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,6.27,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,6.41,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,6.95,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,7.07,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,7.3,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,7.57,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,6.0,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,4.9,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,5.9,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,6.4,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,6.8,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,7.2,37.0
Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,7.6,37.0
COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.41,6.62,37.0
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,6.2,37.0
COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.41,8.48,37.0
COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.41,8.07,37.0
COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.41,7.67,37.0
COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.41,8.88,37.0
COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.41,7.22,37.0
COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.41,6.96,37.0
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,7.0,37.0
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,6.5,37.0
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,4.5,37.0
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,4.8,37.0
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,5.4,37.0
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,5.9,37.0
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,5.0,37.0
COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.41,5.37,37.0
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,6.0,37.0
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,2.02,4.0515,22.0
CN(C)C(=O)COC(=O)c1ccccc1O,1.21,7.4,21.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,1.17,25.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,3.3,37.0
Cc1c/c(=N\S(=O)(=O)c2ccc(N)cc2)n(C)o1,0.48,6.0,37.0
Cc1[nH]c(=NS(=O)(=O)c2ccc(N)cc2)oc1C,0.59,5.98,37.0
Cc1cc(N(C)S(=O)(=O)c2ccc(N)cc2)no1,1.76,7.0,37.0
Cc1[nH]c(=NS(=O)(=O)c2ccc(N)cc2)oc1C,0.59,4.96,37.0
Cc1[nH]c(=NS(=O)(=O)c2ccc(N)cc2)oc1C,0.59,1.3,47.0
Cc1[nH]c(=NS(=O)(=O)c2ccc(N)cc2)oc1C,0.59,6.76,37.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,6.0,37.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,6.0,25.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,6.8,37.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,6.4,37.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,5.0,25.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,4.5,37.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,5.0,37.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,7.2,37.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,5.5,37.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,5.9,37.0
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,6.3,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,5.34,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,4.72,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,4.63,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.14,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,5.89,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,3.85,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,4.61,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,4.02,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,5.57,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,5.39,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,5.23,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.5,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.79,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,5.54,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,5.95,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.55,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.63,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.87,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,3.44,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.58,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,4.09,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.31,37.0
CCCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.55,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.46,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,5.45,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,5.98,37.0
CC(C)c1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,0.54,6.38,37.0
CCCCc1ccc(C(=O)O)cc1,3.97,3.0,22.0
CCCCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,2.04,4.0,22.0
CCCCOC(=O)c1ccc(N)cc1,2.87,7.4,37.0
CNC(=O)Oc1ccc(N(C)C)c(C)c1,1.9,9.0,20.0
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,1.57,5.0,25.0
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1.47,7.4,25.0
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,1.57,7.9,25.0
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,1.57,5.0,33.0
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,1.57,7.9,33.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,5.09,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,3.12,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,6.02,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,6.63,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,5.76,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,4.31,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,6.36,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,6.4,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,6.49,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,5.67,37.0
CCCCNC(=O)NS(=O)(=O)c1ccccc1,1.96,3.91,37.0
C=CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,1.37,3.5,23.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,7.45,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,7.0,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,7.2,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.42,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.17,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,7.3,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,4.33,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,5.43,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,4.5,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.65,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.75,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,7.25,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.5,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,4.73,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.19,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,5.0,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,2.6,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,0.1,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,3.8,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,2.2,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.18,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,3.89,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,3.96,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,3.26,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.71,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,5.85,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,5.87,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.44,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,5.64,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.5,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,1.5,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,6.64,37.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,0.9,39.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,1.3,39.0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,2.85,7.4,25.0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,2.85,5.0,25.0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,2.85,4.7,25.0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,2.85,3.0,25.0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,2.85,4.4,25.0
CCC(C)CC1(CC)C(=O)NC(=O)NC1=O,2.1,7.4,25.0
CCC(C)CC1(CC)C(=O)NC(=O)NC1=O,2.1,5.0,25.0
CCC(C)CC1(CC)C(=O)NC(=O)NC1=O,2.1,5.1,25.0
CCC(C)CC1(CC)C(=O)NC(=O)NC1=O,2.1,8.0,25.0
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2.07,5.0,25.0
CCC(C)CC1(CC)C(=O)NC(=O)NC1=O,2.1,4.4,25.0
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2.07,4.9,25.0
CCC(C)CC1(CC)C(=O)NC(=O)NC1=O,2.1,4.7,25.0
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2.07,7.9,33.0
