,smiles,pH,logP
1310,COc1ccc2cc(C(C)C(=O)O)ccc2c1,3.97,3.24
1311,COc1ccc2cc(C(C)C(=O)O)ccc2c1,4.0,3.24
1312,COc1ccc2cc(C(C)C(=O)O)ccc2c1,4.23,3.24
1313,COc1ccc2cc(C(C)C(=O)O)ccc2c1,4.38,3.24
1314,COc1ccc2cc(C(C)C(=O)O)ccc2c1,4.5,3.24
1315,COc1ccc2cc(C(C)C(=O)O)ccc2c1,5.0,3.24
1316,COc1ccc2cc(C(C)C(=O)O)ccc2c1,5.21,3.24
1317,COc1ccc2cc(C(C)C(=O)O)ccc2c1,5.24,3.24
1318,COc1ccc2cc(C(C)C(=O)O)ccc2c1,5.84,3.24
1319,COc1ccc2cc(C(C)C(=O)O)ccc2c1,6.0,3.24
1320,COc1ccc2cc(C(C)C(=O)O)ccc2c1,6.5,3.24
1321,COc1ccc2cc(C(C)C(=O)O)ccc2c1,6.79,3.24
1322,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7.0,3.24
1323,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7.4,3.34
1324,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7.5,3.24
1325,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7.98,3.24
1326,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)C)ccc2c1,7.4,2.05
1327,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)CC(N)=O)ccc2c1,7.4,1.37
1328,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)CCO)ccc2c1,7.4,2.01
1329,COc1ccc2cc(C(C)C(=O)OCC(=O)N(CCO)CCO)ccc2c1,7.4,1.7
1330,COc1ccc2cc(C(C)C(=O)OCC(N)=O)ccc2c1,7.4,2.06
1331,COc1ccc2nc(-c3ccc(N(C)C)cc3)sc2c1,7.2,3.3
1332,COc1ccc2nc(-c3ccc(N)cc3)sc2c1,7.2,1.9
1333,COc1cccc(-c2[nH]nc3c2[C@@H](c2cc(OC)c(OC)cc2Br)C(C#N)C(=N)O3)c1,10.5,4.52
1334,COc1cccc(-c2ccc3c(N)c(C(=O)Nc4ccc(F)c(F)c4)sc3n2)c1,7.3,5.86
1335,COc1cccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(C)c2)c1,5.0,4.16
1336,COc1cccc(-n2c(SCc3cc(=O)n4ccsc4n3)nc3ccccc3c2=O)c1,2.0,3.56
1337,COc1cccc(/C=C/C(=O)OCC(=O)c2cc(C)n(-c3cc(C)on3)c2C)c1,6.5,5.2
1338,COc1cccc(C(=O)N2CCC[C@H](c3ccccc3)C2)c1,5.0,4.04
1339,COc1cccc(Cn2cc(N)cn2)c1,7.3,1.55
1340,COc1cccc(NC(=O)C(OC(=O)C2=COCCO2)c2ccccc2)c1,5.0,3.81
1341,COc1cccc(NC(=O)CSc2nnc3ccccn23)c1,7.3,2.45
1342,COc1cccc(OC)c1C(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3C)CC2)cc1,7.3,4.16
1343,COc1cccc(OCCn2c(=O)c3cc4c(=O)n(CCOc5cccc(OC)c5)c(=O)c4cc3c2=O)c1,5.0,5.43
1344,COc1cccc([C@@H]2C3=C(CCCC3=O)N=C(C)C2C(=O)OC[C@@H]2CCCO2)c1,7.3,3.62
1345,COc1ccccc1/C=N/n1c(C)cc(C)c(C#N)c1=O,5.0,3.08
1346,COc1ccccc1N(CCOC(O)c1cc(O)n(-c2ccccc2)c1)C1=NS(=O)(=O)c2ccccc21,6.5,2.5
1347,COc1ccccc1N1C(=O)c2ccc(C(=O)Nc3ccc(-c4nnc(-c5ccccc5)o4)cc3)cc2C1=O,6.5,6.17
1348,COc1ccccc1N=c1nc(OCC(F)(F)F)[nH]c(OCC(F)(F)F)n1,5.0,5.27
1349,COc1ccccc1NC(=O)C1=C(C)N=C(SCC(=O)Nc2ccc(C)c(Cl)c2)C(C#N)[C@@H]1c1ccco1,5.0,6.27
1350,COc1ccccc1NC(=O)C1C(C)=Nc2nc(SCc3ccccc3F)nn2C1c1ccncc1,7.3,4.66
1351,COc1ccccc1NC(=S)N[C@H](NC(=O)c1ccccc1C)C(Cl)(Cl)Cl,2.0,3.95
1352,COc1ccccc1[C@@H]1C=C2N=C(C)C(C(=O)OC3CCCC3)[C@@H](c3ccc(OC(C)=O)cc3)C2C(=O)C1,10.0,5.81
1353,COc1ccccc1[C@@H]1CC(=O)Nc2cc(C)c(C)cc21,5.0,4.17
1354,COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,5.37,0.41
1355,COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,6.62,0.41
1356,COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,6.96,0.41
1357,COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,7.22,0.41
1358,COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,7.67,0.41
1359,COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,8.07,0.41
1360,COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,8.48,0.41
1361,COc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,8.88,0.41
1362,COc1nc(=Nc2ccccc2)nc(Cl)[nH]1,5.0,2.89
1363,CS(=O)(=O)N(CC(=O)N1CCc2ccccc2C1)c1ccc(OCc2ccccc2)cc1,5.0,4.91
1364,CS(=O)(=O)N(CC(=O)Nc1c(F)cccc1F)c1cc(Cl)c(Cl)cc1Cl,6.5,4.34
1365,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,7.4,1.34
1366,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,7.2,2.6
1367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,7.9,2.6
1368,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,8.84,2.6
1369,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,9.42,2.6
1370,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,9.52,2.6
1371,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,10.17,2.6
1372,CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,1.2,1.71
1373,CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,7.4,1.71
1374,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(=O)C(O)N1CSCC1C(=O)NC(C)(C)C,2.28,3.56
1375,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(=O)C(O)N1CSCC1C(=O)NC(C)(C)C,3.36,3.56
1376,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(=O)C(O)N1CSCC1C(=O)NC(C)(C)C,3.96,3.56
1377,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(=O)C(O)N1CSCC1C(=O)NC(C)(C)C,4.45,3.56
1378,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(=O)C(O)N1CSCC1C(=O)NC(C)(C)C,4.97,3.56
1379,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(=O)C(O)N1CSCC1C(=O)NC(C)(C)C,5.44,3.56
1380,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(=O)C(O)N1CSCC1C(=O)NC(C)(C)C,6.8,3.56
1381,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(=O)C(O)N1CSCC1C(=O)NC(C)(C)C,7.5,3.56
1382,CSCCC(N)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,7.0,-1.03
1383,CSCCC(N)C(=O)NC(CC(C)C)C(=O)O,7.0,-1.84
1384,CSCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,7.0,0.42
1385,CSCCC(NC(=O)C(C)N)C(=O)NC(C(=O)O)C(C)C,7.0,-0.63
1386,CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,7.0,-1.39
1387,CSCCC(NC(=O)C(N)CC(C)C)C(=O)O,7.0,-1.87
1388,CSCCC(NC(=O)C(N)Cc1ccccc1)C(=O)O,7.0,-1.59
1389,CSc1ccc(S(=O)(=O)N(CC(=O)NC[C@@H]2CCCO2)c2ccc(C)cc2)cc1,5.0,4.3
1390,CSc1ccc([C@@H]2c3c(c(O)n(-c4cccc(C(F)(F)F)c4)c3O)ON2c2ccccc2)cc1,10.0,5.98
1391,CSc1cccc(CCOCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,7.4,1.63
1392,CSc1nc2c(C#N)c(SC)nn2c(-c2ccc(Cl)cc2)c1C#N,5.0,5.51
1393,CSc1ncccc1C(=O)OCC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,8.0,3.63
1394,CSc1scc(-c2cccs2)c1C#N,5.0,3.69
1395,C[C@@H](CCc1ccccc1)NC(=O)C(=O)NC[C@@H]1COc2ccccc2O1,6.5,4.8
1396,C[C@@H](NC(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1)c1ccccc1,5.0,3.48
1397,C[C@@H](NC(=O)CN(C1CCCCC1)S(=O)(=O)c1ccccc1)c1ccccc1,5.0,4.9
1398,C[C@@H]1C=CCc2c1c(O)n(-c1cccc(C(=O)OCC(=O)c3ccc(Br)cc3)c1)c2O,5.0,5.29
1399,C[C@@H]1CCC2[C@](C)(CC[C@@H]3OC(C)(C)OC[C@@]23C)[C@@]12CCC1(COC(=O)C1)O2,5.0,4.24
1400,C[C@@H]1CCCCN1C(=O)CCCCC(=O)N1CCCC[C@H]1C,5.0,3.42
1401,C[C@@H]1CCCC[C@H]1NC(=O)COC(=O)C1=COCCO1,5.0,2.48
1402,C[C@@H]1CCCN(c2nc3c(c(=O)n(C)c(=O)n3C)n2CCSc2nc3ccccc3s2)C1,6.5,5.05
1403,C[C@@]1(c2ccc(Cl)cc2)NC(=S)N2[C@@H]1NC(=S)N2c1ccc(Cl)cc1,5.0,4.94
1404,C[C@@]1(c2ccc(Cl)cc2Cl)OC[C@@H](Cn2cncn2)O1,10.0,3.68
1405,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)C21C,2.4,3.5
1406,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)C21C,3.0,3.5
1407,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O,2.4,4.15
1408,C[C@H](NC(=O)C1CC1)c1ccccc1,5.0,1.85
1409,C[C@H](NC(=O)CSc1ncnc2c1cnn2-c1ccccc1)c1ccccc1,10.5,4.73
1410,C[C@H]1CCCC[C@@H]1NC(=O)COc1ncnc2ccccc12,6.5,3.11
1411,C[C@H]1CCCN(C(=O)COC(=O)COc2cc(Cl)c(Cl)cc2Cl)C1,6.5,4.97
1412,C[C@H]1CCC[C@@H](C)N1C(=O)COC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,5.0,4.39
1413,C[C@H]1CCc2[nH]c(=NC(=O)c3ccc(F)c(F)c3)sc2C1,6.5,4.79
1414,C[C@H]1CN(C(=N)NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@@H](C)O1,5.0,4.43
1415,C[C@H]1CN(C(=O)c2cc(-c3ccc4c(c3)OCO4)nc3ccccc23)C[C@H](C)O1,10.0,4.19
1416,C[C@H]1CN(C(=O)c2csc3c2CCCC3)/C(=N/c2ccc(Cl)cc2)S1,5.0,5.53
1417,C[C@H]1C[C@H](C)CN(C(=O)CSc2nnc(-c3ccccc3)n2C)C1,10.0,3.68
1418,C[C@H]1C[C@H](NC(=S)NCc2csc3ccccc23)CC(C)(C)C1,5.0,6.21
1419,C[C@]12CO[C@]3(C(=O)NCC(F)(F)F)C[C@H]1CC[C@]23C,5.0,3.11
1420,Cc1[nH]c(=NS(=O)(=O)c2ccc(N)cc2)oc1C,1.3,0.59
1421,Cc1[nH]c(=NS(=O)(=O)c2ccc(N)cc2)oc1C,4.96,0.59
1422,Cc1[nH]c(=NS(=O)(=O)c2ccc(N)cc2)oc1C,5.98,0.59
1423,Cc1[nH]c(=NS(=O)(=O)c2ccc(N)cc2)oc1C,6.76,0.59
1424,Cc1[nH]c2ccccc2c1C1=CN2CCS(=O)(=O)N=C2S1,2.0,1.56
1425,Cc1[nH]n(-c2ccccc2)c(=N)c1-c1ccccc1,7.3,3.27
1426,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.17,1.01
1427,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,3.3,1.01
1428,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,4.5,1.01
1429,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,5.0,1.01
1430,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,5.5,1.01
1431,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,5.9,1.01
1432,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,6.0,1.01
1433,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,6.3,1.01
1434,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,6.4,1.01
1435,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,6.8,1.01
1436,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,7.2,1.01
1437,Cc1c(C(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)sc2nc3n(c(=O)c12)CCCCC3,10.5,4.13
1438,Cc1c(C(=O)Nc2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc2ccc(F)cc12,5.0,5.68
1439,Cc1c(C)c(C)c(CSc2nnc(CC#N)n2C)c(C)c1C,6.5,4.14
1440,Cc1c(CN(C)C(=O)C(C)n2nc(C(F)F)c(Br)c2C)cnn1C,5.0,3.12
1441,Cc1c(Cl)c(C(F)(F)F)nn1C(C)C(=O)N1CCOCC1,5.0,3.08
1442,Cc1c(NC(=O)C2CCCCN2S(=O)(=O)c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,5.0,3.89
1443,Cc1c(NC(=O)CC(c2ccccc2)c2ccccc2)cccc1-n1cnnn1,2.0,3.2
1444,Cc1c(OCc2c(F)cccc2Cl)c(=O)ccn1Cc1ccc(Cl)cc1,10.5,5.63
1445,Cc1c/c(=N\S(=O)(=O)c2ccc(N)cc2)n(C)o1,6.0,0.48
1446,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(C)n1,1.17,-0.33
1447,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,0.45,0.89
1448,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,1.15,0.89
1449,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,2.08,0.89
1450,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,2.24,0.89
1451,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,2.32,0.89
1452,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,3.36,0.89
1453,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,3.43,0.89
1454,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,4.04,0.89
1455,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,4.11,0.89
1456,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,4.96,0.89
1457,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,5.41,0.89
1458,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,5.45,0.89
1459,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,5.48,0.89
1460,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,5.5,0.89
1461,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,5.98,0.89
1462,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,7.0,0.89
1463,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,7.01,0.89
1464,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,7.16,0.89
1465,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,7.17,0.89
1466,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,7.79,0.89
1467,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,7.81,0.89
1468,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,7.83,0.89
1469,Cc1cc(=O)n(-c2ccccc2)n1C,7.4,0.38
1470,Cc1cc(=O)oc2cc(OC(C)C)ccc12,5.0,3.33
1471,Cc1cc(Br)ccc1NC(=O)CSc1n[nH]c(=N)s1,7.3,2.69
1472,Cc1cc(C(=O)COC(=O)c2oc3ccccc3c2COC(C)C)c(C)n1-c1c(C)n(C)n(-c2ccccc2)c1=O,5.0,5.39
1473,Cc1cc(C(=O)Cn2c(O)c3c(c2O)CC=CC3)c(C)n1Cc1ccc2c(c1)OCO2,5.0,4.38
1474,Cc1cc(C(F)(F)F)n2nc(-c3nnc(-c4cccc(C(F)(F)F)c4)o3)cc2n1,10.0,4.92
1475,Cc1cc(C(F)(F)F)nn1C(C)c1n[nH]c(=Nc2ccn(Cc3ccccc3)n2)s1,10.0,5.34
1476,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,5.27,0.28
1477,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,5.41,0.28
1478,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,5.5,0.28
1479,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.0,0.28
1480,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.28,0.28
1481,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.4,0.28
1482,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.44,0.28
1483,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.5,0.28
1484,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.8,0.28
1485,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.95,0.28
1486,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.0,0.28
1487,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.2,0.28
1488,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.28,0.28
1489,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.5,0.28
1490,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.6,0.28
1491,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.69,0.28
1492,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,8.0,0.28
1493,Cc1cc(C)c(NC(=O)CSc2nnc(-c3ccc(OC(F)F)cc3)n2N)c(C)c1,10.0,4.41
1494,Cc1cc(C)c([C@H]2[C@@H]3CCCC=C3C(C#N)C(=N)C2(C#N)C#N)c(C)c1,5.0,5.48
1495,Cc1cc(C)cc(CCOCCS(=O)(=O)NCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,7.4,2.59
1496,Cc1cc(C)cc(OC(C(=O)O)C2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,7.4,2.1
1497,Cc1cc(C)n(-c2ccc(-n3cccc3/C=C(\C#N)S(C)(=O)=O)cc2)n1,7.3,4.25
1498,Cc1cc(C)n(C2=NCCN2S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,10.5,4.7
1499,Cc1cc(C)n(CCOC(=O)C2[C@H](C=C(Cl)Cl)C2(C)C)n1,10.5,4.76
1500,Cc1cc(C)n2c(SCc3ccc(C(=O)c4ccccc4)cc3)nnc2n1,10.5,4.43
1501,Cc1cc(C)n2nc(SC(C)C(=O)NCC(=O)Nc3ccc(F)c(F)c3F)nc2n1,2.0,2.18
1502,Cc1cc(C)n2nc(SCC(=O)NCCNC(=O)CSc3nc4nc(C)cc(C)n4n3)nc2n1,10.5,0.82
1503,Cc1cc(C)nc(-n2nc(C)c3c2N=C2CC(C)(C)CC(=O)C2[C@@H]3c2ccco2)n1,7.3,4.34
1504,Cc1cc(C)nc(OC(C(=O)O)C2(c3cccc(-c4ccccc4)c3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1,7.4,1.8
1505,Cc1cc(C)nc(OC(C(=O)O)C2(c3ccccc3)NCC(=O)N(C)c3ccccc32)n1,7.4,-2.0
1506,Cc1cc(C)nc(OC(C(=O)O)C2(c3ccccc3)NCC(=O)N(c3c(F)cc(F)cc3F)c3ccccc32)n1,7.4,0.4
1507,Cc1cc(Cl)ccc1NC(=S)NCCc1c[nH]c2ccccc12,5.0,4.34
1508,Cc1cc(Cl)ccc1OC(C)C(=O)NC1CCCCCC1,5.0,5.45
1509,Cc1cc(N(C)S(=O)(=O)c2ccc(N)cc2)no1,7.0,1.76
1510,Cc1cc(SCC(=O)NCc2ccc3c(c2)OCO3)nc2ccccc12,8.0,4.15
1511,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,7.0,2.13
1512,Cc1cc2c(c(=O)o1)[C@@H](c1cccc(F)c1F)C(C#N)C(=N)O2,10.5,3.1
1513,Cc1cc2c(cc1C)NC(c1cc3c(cc1Cl)OCO3)C1C(=O)CC(C)(C)CC1=N2,6.5,4.38
1514,Cc1cc2ccccc2c(=O)n1CC(=O)NCC(=O)N1CCN(c2cccc(Cl)c2)CC1,7.3,4.45
1515,Cc1cc2ccccc2cn1,8.72,2.68
1516,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,4.58,0.14
1517,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,4.9,0.14
1518,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,5.24,0.14
1519,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,5.41,0.14
1520,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,5.5,0.14
1521,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,5.9,0.14
1522,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.0,0.14
1523,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.27,0.14
1524,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.4,0.14
1525,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.41,0.14
1526,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.5,0.14
1527,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.8,0.14
1528,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,6.95,0.14
1529,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.0,0.14
1530,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.07,0.14
1531,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.2,0.14
1532,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.3,0.14
1533,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.5,0.14
1534,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.57,0.14
1535,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,7.6,0.14
1536,Cc1ccc(-c2c(C#N)c(Sc3c(C)[nH]n(-c4ccccc4)c3=O)[nH]c(=N)c2C#N)cc1,10.5,4.99
1537,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.6,3.68
1538,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.7,3.68
1539,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,8.1,3.68
1540,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,9.05,3.68
1541,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,9.93,3.68
1542,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,10.9,3.68
1543,Cc1ccc(-c2cc(C(F)F)n3ncc(C(=O)N4CCSCC4)c3n2)cc1,5.0,4.55
1544,Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(C)c5)c(=O)c4cc3c2=O)cc1C,5.0,4.83
1545,Cc1ccc(-n2c(C)cc(=O)cc2C)cc1C,10.5,2.95
1546,Cc1ccc(/C=C/C(=O)NCCNC(=O)/C=C/c2ccc(C)o2)o1,5.0,3.97
1547,Cc1ccc(C(=O)COc2cccc(-n3c(O)c4c(c3O)[C@@H]3CC[C@H]4C3)c2)cc1C,5.0,4.71
1548,Cc1ccc(C(=O)N2C(=O)c3cccc(N)c3C2=O)cc1NC(=O)c1ccco1,7.0,3.55
1549,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,1.2,2.79
1550,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2.0,2.79
1551,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,3.0,2.79
1552,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,4.0,2.79
1553,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,5.0,2.79
1554,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,6.0,2.79
1555,Cc1ccc(C)c(NC(=O)C2CC3c4ccccc4C2c2ccccc23)c1,5.0,5.26
1556,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1.1,2.8
1557,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,3.13,2.8
1558,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,3.79,2.8
1559,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,4.69,2.8
1560,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,5.51,2.8
1561,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,5.87,2.8
1562,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,6.35,2.8
